날짜,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2017-01-18,87,72,0.005,0.043,1,0.006
2017-01-19,91,69,0.005,0.046,1,0.006
2017-01-20,48,39,0.015,0.031,0.6,0.005
2017-01-21,40,33,0.006,0.038,0.6,0.004
2017-01-22,60,25,0.025,0.015,0.4,0.005
2017-01-23,40,33,0.017,0.027,0.5,0.004
2017-01-24,32,25,0.012,0.034,0.5,0.004
2017-01-25,40,33,0.007,0.045,0.8,0.005
2017-01-26,58,48,0.008,0.048,0.9,0.006
2017-01-27,90,18,0.023,0.016,0.3,0.004
2017-01-28,26,12,0.01,0.031,0.4,0.004
2017-01-29,24,16,0.005,0.035,0.6,0.004
2017-01-30,42,32,0.021,0.019,0.4,0.004
2017-01-31,25,17,0.009,0.034,0.5,0.004
2017-02-01,32,19,0.015,0.03,0.5,0.005
2017-02-02,27,16,0.015,0.031,0.5,0.004
2017-02-03,56,41,0.017,0.039,0.7,0.005
2017-02-04,89,70,0.003,0.054,1.1,0.005
2017-02-05,68,60,0.009,0.039,0.9,0.004
2017-02-06,36,26,0.021,0.024,0.4,0.004
2017-02-07,34,24,0.007,0.039,0.6,0.004
2017-02-08,44,28,0.007,0.04,0.7,0.005
2017-02-09,41,18,0.023,0.018,0.3,0.004
2017-02-10,27,17,0.023,0.016,0.3,0.004
2017-02-11,26,16,0.021,0.019,0.3,0.004
2017-02-12,27,17,0.016,0.029,0.5,0.004
2017-02-13,39,28,0.007,0.043,0.7,0.005
2017-02-14,44,29,0.013,0.039,0.5,0.005
2017-02-15,52,39,0.006,0.052,0.9,0.007
2017-02-16,59,44,0.009,0.049,1,0.006
2017-02-17,39,16,0.023,0.02,0.3,0.003
2017-02-18,27,16,0.022,0.024,0.4,0.004
2017-02-19,39,26,0.018,0.03,0.5,0.004
2017-02-20,37,20,0.024,0.02,0.3,0.003
2017-02-21,40,26,0.011,0.039,0.6,0.004
2017-02-22,36,27,0.006,0.04,0.6,0.004
2017-02-23,30,20,0.025,0.018,0.4,0.004
2017-02-24,24,16,0.017,0.03,0.4,0.005
2017-02-25,44,33,0.014,0.035,0.6,0.005
2017-02-26,43,33,0.016,0.029,0.6,0.004
2017-02-27,32,22,0.009,0.041,0.6,0.004
2017-02-28,37,26,0.011,0.044,0.6,0.006
2017-03-01,54,42,0.014,0.043,0.6,0.005
2017-03-02,31,22,0.02,0.021,0.4,0.003
2017-03-03,36,20,0.014,0.035,0.5,0.005
2017-03-04,48,34,0.01,0.042,0.7,0.005
2017-03-05,62,49,0.015,0.036,0.6,0.004
2017-03-06,32,23,0.025,0.016,0.3,0.004
2017-03-07,26,17,0.028,0.017,0.3,0.003
2017-03-08,34,17,0.022,0.025,0.4,0.003
2017-03-09,36,17,0.022,0.027,0.4,0.004
2017-03-10,35,21,0.017,0.04,0.4,0.003
2017-03-11,52,35,0.012,0.055,0.6,0.005
2017-03-12,76,56,0.017,0.051,0.7,0.005
2017-03-13,51,35,0.023,0.027,0.4,0.003
2017-03-14,39,24,0.021,0.028,0.4,0.003
2017-03-15,30,18,0.017,0.035,0.4,0.003
2017-03-16,52,36,0.015,0.051,0.5,0.004
2017-03-17,63,46,0.016,0.052,0.6,0.004
2017-03-18,64,46,0.018,0.056,0.6,0.006
2017-03-19,62,46,0.019,0.043,0.6,0.004
2017-03-20,83,59,0.005,0.064,0.7,0.005
2017-03-21,87,59,0.032,0.031,0.5,0.006
2017-03-22,42,25,0.024,0.034,0.3,0.004
2017-03-23,62,35,0.019,0.045,0.5,0.005
2017-03-24,47,29,0.016,0.041,0.4,0.004
2017-03-25,63,40,0.017,0.044,0.4,0.005
2017-03-26,53,37,0.023,0.031,0.4,0.005
2017-03-27,65,49,0.022,0.035,0.7,0.004
2017-03-28,78,54,0.014,0.044,0.6,0.004
2017-03-29,53,36,0.024,0.036,0.4,0.004
2017-03-30,60,39,0.016,0.049,0.5,0.004
2017-03-31,45,31,0.016,0.035,0.4,0.003
2017-04-01,19,14,0.023,0.024,0.3,0.003
2017-04-02,41,30,0.026,0.027,0.4,0.003
2017-04-03,67,49,0.025,0.042,0.5,0.005
2017-04-04,63,43,0.023,0.05,0.5,0.005
2017-04-05,41,28,0.016,0.042,0.4,0.005
2017-04-06,24,17,0.017,0.028,0.3,0.003
2017-04-07,44,31,0.015,0.038,0.4,0.003
2017-04-08,61,44,0.016,0.038,0.5,0.004
2017-04-09,38,26,0.024,0.018,0.4,0.003
2017-04-10,23,15,0.029,0.026,0.2,0.003
2017-04-11,47,23,0.025,0.032,0.3,0.004
2017-04-12,50,12,0.032,0.02,0.2,0.003
2017-04-13,57,24,0.026,0.029,0.4,0.005
2017-04-14,46,21,0.031,0.026,0.3,0.004
2017-04-15,58,28,0.028,0.03,0.4,0.005
2017-04-16,52,29,0.021,0.034,0.4,0.004
2017-04-17,39,24,0.011,0.042,0.4,0.004
2017-04-18,35,21,0.016,0.029,0.4,0.003
2017-04-19,64,15,0.021,0.025,0.3,0.003
2017-04-20,65,19,0.021,0.034,0.3,0.004
2017-04-21,54,21,0.018,0.036,0.4,0.003
2017-04-22,52,27,0.018,0.036,0.4,0.003
2017-04-23,41,23,0.03,0.025,0.3,0.004
2017-04-24,33,18,0.026,0.031,0.3,0.003
2017-04-25,49,29,0.024,0.032,0.4,0.004
2017-04-26,35,17,0.026,0.021,0.3,0.003
2017-04-27,35,15,0.025,0.022,0.3,0.003
2017-04-28,54,26,0.022,0.027,0.4,0.006
2017-04-29,54,30,0.025,0.028,0.4,0.005
2017-04-30,77,48,0.036,0.021,0.5,0.006
2017-05-01,79,50,0.033,0.025,0.5,0.004
2017-05-02,81,47,0.024,0.04,0.5,0.004
2017-05-03,55,31,0.033,0.033,0.4,0.004
2017-05-04,51,31,0.018,0.039,0.4,0.004
2017-05-05,45,24,0.019,0.02,0.3,0.004
2017-05-06,132,18,0.029,0.017,0.2,0.003
2017-05-07,69,17,0.028,0.021,0.3,0.004
2017-05-08,133,37,0.024,0.034,0.4,0.006
